Country Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
STP,59998,59219,58554,58184,58261,58807,59774,61027,62347,63509,64294,64596,64477,64236,64278,64884,66172,68039,70258,72501,74570,76344,77930,79463,81148,83134,85475,88102,90846,93458,95788,97767,99478,101064,102826,104926,107429,110259,113288,116313,119211,121949,124574,127066,129425,131679,133799,135831,137855,139964,142264,144760,147450,150405,153736,157472,161676,166297,171122,175877,180372,184521,188394,192076,195727,199439,203221,207086,211032,215048,219161,223364,227679,232132,236760,241576,246586,251792,257156,262653,268242,273911,279660,285492,291403,297384,303449,309561,315733,321975,328275,334644,341051,347510,354043,360613,367244,373919,380643,387387,394163,400939,407751,414575,421384,428230,435060,441895,448733,455583,462424,469273,476119,482964,489812,496644,503492,510321,517142,523956,530750,537528,544286,551017,557709,564368,570989,577556,584074,590536,596953,603310,609599,615821,621982,628047,634035,639931,645749,651472,657110,662648,668103,673444,678712,683862,688916,693861,698706,703451,708097
SUR,214996,222451,229211,235693,242211,249002,256180,263756,271673,279761,287870,295913,303894,311945,320267,328939,338155,347673,356551,363574,367926,369230,367907,364907,361665,359234,357949,357649,358103,358826,359531,360144,360927,362282,364722,368636,374133,381033,388877,397082,405169,413009,420658,428028,435099,441851,448207,454165,459838,465380,470944,476574,482228,487938,493680,499461,505292,511181,517121,523113,529126,535177,541247,547295,553278,559136,564883,570501,575987,581363,586634,591798,596838,601750,606533,611190,615703,620092,624340,628440,632399,636218,639885,643410,646771,649992,653060,655965,658716,661320,663766,666061,668211,670212,672066,673777,675333,676752,678044,679203,680234,681164,681972,682672,683236,683712,684062,684301,684442,684485,684430,684287,684061,683753,683334,682828,682217,681510,680705,679813,678831,677765,676594,675351,674009,672564,671038,669422,667708,665921,664037,662086,660060,657953,655787,653536,651230,648856,646417,643920,641366,638755,636098,633386,630625,627817,624965,622070,619122,616147,613122
SVK,3436576,3510922,3587655,3664913,3741206,3815396,3886744,3954855,4019642,4081313,4140127,4196169,4249208,4298590,4343459,4383446,4418201,4448551,4476829,4506152,4538843,4575562,4615834,4659278,4705102,4752537,4801740,4852494,4903206,4951789,4996730,5037339,5073882,5106983,5137690,5166787,5194302,5219967,5244036,5266805,5288455,5309229,5329029,5347212,5362894,5375470,5384792,5391202,5395253,5397709,5399207,5399995,5400124,5399844,5399374,5398962,5398674,5398693,5399362,5401149,5404293,5408932,5414894,5421721,5428798,5435614,5442001,5447903,5453017,5457012,5459643,5460726,5460193,5458099,5454536,5449605,5443292,5435539,5426330,5415615,5403406,5389703,5374597,5358183,5340621,5322001,5302428,5281961,5260761,5238976,5216738,5194138,5171228,5148093,5124803,5101390,5077929,5054412,5030857,5007276,4983647,4959956,4936207,4912313,4888170,4863733,4838946,4813801,4788218,4762116,4735445,4708174,4680357,4651990,4623115,4593791,4564037,4533936,4503624,4473284,4443056,4413034,4383289,4353938,4325111,4296919,4269417,4242673,4216753,4191692,4167548,4144357,4122116,4100785,4080334,4060743,4041981,4023984,4006724,3990087,3974000,3958405,3943222,3928428,3913944,3899709,3885649,3871668,3857686,3843576,3829211
SVN,1473093,1481629,1491677,1502835,1514790,1527207,1539788,1552256,1564362,1575868,1586628,1596554,1605640,1614019,1621886,1629439,1636661,1643695,1651090,1659562,1669584,1681432,1694979,1709978,1725971,1742621,1759721,1777315,1795643,1815106,1835842,1857851,1880707,1903548,1925312,1945129,1962870,1978498,1991387,2000832,2006404,2007780,2005352,2000560,1995326,1991126,1988580,1987457,1987384,1987625,1987710,1987457,1987265,1987855,1990226,1994979,2002427,2012128,2023049,2033807,2043336,2051277,2057826,2063120,2067487,2071199,2074205,2076395,2077835,2078654,2078931,2078723,2078031,2076868,2075216,2073067,2070440,2067400,2063969,2060219,2056201,2051914,2047398,2042679,2037791,2032745,2027569,2022252,2016814,2011228,2005520,1999665,1993665,1987529,1981224,1974738,1968048,1961196,1954153,1946957,1939598,1932083,1924422,1916623,1908711,1900671,1892528,1884314,1876021,1867704,1859342,1850994,1842647,1834354,1826111,1817957,1809894,1801962,1794181,1786587,1779188,1772014,1765077,1758415,1752020,1745936,1740158,1734706,1729567,1724794,1720347,1716263,1712514,1709095,1705970,1703130,1700574,1698260,1696155,1694234,1692440,1690766,1689160,1687614,1686108,1684629,1683117,1681574,1679941,1678196,1676264
SWE,7009913,7073227,7127517,7175673,7220064,7262625,7304770,7347475,7391243,7436260,7482536,7530183,7579570,7631453,7686735,7745678,7809085,7875902,7942311,8003186,8054909,8095798,8127045,8151598,8173961,8197341,8223246,8250691,8277422,8299995,8316331,8325493,8329428,8332441,8340443,8357650,8384986,8421056,8464790,8514204,8567375,8625140,8686735,8746770,8798235,8836421,8859180,8868857,8870854,8873105,8881642,8897802,8920703,8951439,8990653,9038627,9096170,9162941,9236433,9313085,9390157,9466705,9542817,9618016,9692137,9764949,9836003,9904895,9971630,10036391,10099270,10160159,10218972,10275854,10331079,10384831,10437236,10488223,10537572,10584893,10629973,10672812,10713630,10752784,10790763,10827977,10864568,10900609,10936416,10972270,11008440,11045034,11082085,11119581,11157476,11195698,11234238,11273088,11312028,11350803,11389198,11427146,11464626,11501532,11537731,11573140,11607739,11641554,11674657,11707197,11739286,11770963,11802268,11833377,11864511,11895836,11927402,11959207,11991288,12023668,12056325,12089292,12122542,12155875,12189071,12221925,12254445,12286630,12318370,12349579,12380214,12410233,12439730,12468893,12497991,12527229,12556666,12586321,12616418,12647189,12678790,12711261,12744556,12778545,12813052,12847917,12882965,12918076,12953116,12987962,13022532
SWZ,272997,279357,285286,291082,296943,303027,309405,316037,322860,329744,336578,343346,350155,357279,365120,373925,383820,394760,406508,418739,431251,443979,457039,470561,484747,499759,515602,532253,549787,568316,587852,608374,629812,652112,675240,699077,723599,748634,773774,798498,822423,845267,866995,887706,907622,926836,945506,963416,979922,994105,1005432,1013608,1019054,1022796,1026287,1030575,1036095,1042651,1049948,1057462,1064841,1072029,1079285,1086843,1095022,1104038,1113994,1124808,1136274,1148133,1160164,1172369,1184821,1197512,1210452,1223690,1237128,1250835,1265206,1280756,1297837,1316587,1336812,1358082,1379774,1401417,1422860,1444139,1465264,1486330,1507374,1528337,1549144,1569731,1590036,1610024,1629652,1648917,1667795,1686303,1704428,1722170,1739508,1756465,1773030,1789226,1805052,1820502,1835575,1850279,1864598,1878548,1892119,1905327,1918159,1930621,1942716,1954446,1965803,1976778,1987362,1997568,2007383,2016826,2025901,2034624,2043004,2051032,2058702,2066021,2072996,2079603,2085858,2091780,2097362,2102603,2107522,2112115,2116393,2120351,2123976,2127288,2130297,2133016,2135463,2137649,2139594,2141314,2142802,2144099,2145198
SXM,1490,1662,1797,1913,2007,2112,2210,2321,2460,2624,2833,3077,3367,3703,4062,4460,4895,5362,5857,6354,6854,7372,7892,8429,8977,9556,10147,10791,11481,12244,13097,14030,15032,16175,17517,19127,21028,23157,25334,27280,28814,29852,30458,30765,30950,31164,31434,31731,32043,32320,32564,32782,32990,33195,33342,33436,33452,33406,33424,33650,34166,35050,36238,37580,38872,39967,40812,41444,41936,42389,42882,43421,43970,44540,45091,45632,46145,46656,47149,47614,48074,48515,48949,49366,49769,50156,50529,50890,51246,51594,51933,52267,52594,52913,53236,53545,53853,54147,54440,54734,55024,55307,55582,55859,56126,56410,56667,56926,57200,57459,57711,57981,58229,58500,58755,59026,59289,59547,59816,60093,60369,60646,60938,61221,61508,61797,62085,62383,62678,62977,63271,63570,63870,64167,64462,64763,65053,65339,65633,65931,66218,66512,66812,67103,67395,67694,67996,68298,68604,68904,69222
SYC,36325,36904,37475,38003,38505,38963,39394,39837,40320,40904,41611,42460,43461,44546,45678,46787,47866,48916,49998,51132,52371,53714,55127,56609,58096,59584,61044,62483,63850,65114,66237,67242,68120,68837,69402,69772,69941,69946,69925,70089,70572,71446,72661,74071,75444,76653,77597,78357,79064,79904,80998,82413,84077,85807,87388,88652,89528,90082,90450,90788,91273,91882,92608,93397,94214,94981,95711,96418,97094,97741,98340,98910,99433,99912,100357,100783,101175,101548,101889,102229,102538,102836,103107,103384,103622,103866,104082,104270,104451,104601,104728,104833,104912,104967,104990,104986,104949,104900,104814,104699,104561,104397,104211,103993,103772,103527,103272,103002,102726,102429,102132,101830,101536,101233,100918,100609,100304,100002,99698,99390,99093,98795,98491,98187,97889,97586,97288,96983,96676,96380,96055,95744,95423,95105,94771,94441,94094,93740,93393,93021,92651,92267,91885,91468,91057,90633,90196,89749,89292,88824,88327
SYR,3413325,3498531,3591003,3690734,3797636,3911497,4032068,4158978,4291811,4430101,4573514,4721893,4875429,5034639,5200341,5373137,5553247,5740702,5935850,6139054,6350544,6570859,6800148,7037860,7283181,7535715,7794658,8060652,8336421,8625693,8930776,9252854,9590226,9938852,10293048,10648633,11004273,11360848,11719064,12080439,12446168,12815400,13187669,13565074,13950486,14345491,14754148,15175308,15599588,16013992,16410847,16766555,17084628,17415214,17827827,18361178,19059257,19878257,20664037,21205873,21362541,21081814,20438861,19578466,18710711,17997411,17465567,17095669,16945062,17070132,17500657,18275704,19364807,20638284,21915483,23061978,24032609,24851109,25536687,26133770,26676568,27160354,27572027,27930399,28259956,28579598,28897511,29213938,29529920,29843473,30153278,30461823,30771863,31082038,31389906,31693480,31992463,32286946,32575591,32856824,33129324,33392348,33645424,33887672,34118287,34336625,34542283,34735045,34914719,35081223,35234590,35374868,35502328,35617633,35721625,35815093,35898558,35972504,36037841,36095588,36146647,36191652,36231138,36265852,36296560,36323920,36348388,36370315,36390099,36408123,36424617,36439738,36453500,36465835,36476582,36485509,36492502,36497266,36499168,36497418,36491331,36480386,36464246,36442624,36415253,36381782,36341789,36294671,36239759,36176246,36103178
TCA,5044,5001,4982,5037,5131,5247,5380,5504,5641,5748,5825,5867,5884,5870,5851,5814,5783,5766,5746,5765,5837,5973,6156,6380,6610,6832,7020,7193,7380,7607,7894,8243,8654,9096,9556,9974,10365,10717,11091,11550,12115,12815,13639,14526,15399,16221,16930,17566,18228,19069,20171,21578,23230,25008,26709,28181,29394,30383,31200,31933,32658,33371,34067,34733,35371,35979,36558,37116,37667,38194,38718,39226,39744,40250,40746,41235,41721,42204,42674,43144,43604,44060,44509,44946,45368,45781,46180,46567,46947,47302,47643,47978,48290,48584,48873,49141,49394,49639,49861,50068,50270,50453,50620,50789,50933,51068,51199,51315,51431,51526,51623,51706,51780,51862,51926,51990,52053,52113,52160,52217,52266,52308,52356,52409,52457,52499,52551,52587,52633,52687,52730,52775,52825,52878,52923,52962,53012,53064,53111,53155,53204,53244,53284,53328,53369,53411,53447,53481,53527,53562,53609
TCD,2502321,2543879,2588874,2636247,2685188,2735205,2786048,2837770,2890636,2945100,3001604,3060365,3121226,3183576,3246527,3309583,3372182,3434817,3499370,3568402,3643608,3726189,3815253,3907891,3999918,4088568,4173131,4255242,4337292,4422743,4514427,4612858,4718157,4832316,4957561,5095400,5247281,5412844,5589624,5773930,5963250,6157085,6356741,6563925,6781057,7010159,7250974,7503494,7770053,8053532,8355654,8678049,9019226,9373913,9734761,10096630,10457122,10818031,11183589,11560142,11952134,12360986,12784748,13220433,13663562,14110971,14561658,15016761,15477727,15946882,16425859,16914985,17413574,17921183,18437025,18960527,19491499,20029998,20575999,21129478,21690376,22258558,22833720,23415488,24003354,24596921,25195863,25800001,26409246,27023563,27642866,28266930,28895414,29527862,30163704,30802493,31443916,32087707,32733662,33381589,34031310,34682507,35334871,35988161,36642106,37296466,37950949,38605207,39258863,39911497,40562704,41212149,41859520,42504463,43146634,43785710,44421347,45053217,45681008,46304423,46923154,47536858,48145226,48747955,49344730,49935252,50519263,51096396,51666253,52228346,52782272,53327727,53864483,54392370,54911222,55420900,55921204,56411914,56892837,57363753,57824494,58274906,58714876,59144311,59563147,59971300,60368715,60755332,61131089,61495928,61849820
TGO,1395451,1425484,1441915,1452089,1461523,1473835,1490723,1512019,1535971,1559682,1580508,1597523,1612761,1631758,1662073,1708631,1774020,1855450,1945777,2034902,2115522,2185667,2247578,2303344,2356620,2410451,2464424,2518454,2576293,2642693,2720835,2812312,2915618,3026980,3140840,3252997,3363040,3471738,3577469,3678567,3774310,3862998,3945902,4029044,4120615,4226293,4348808,4485945,4632451,4780455,4924406,5062571,5197040,5330629,5467770,5611643,5762881,5920360,6083417,6250840,6421674,6595939,6773807,6954721,7137997,7323162,7509952,7698476,7889095,8082359,8278736,8478242,8680832,8886635,9095785,9308387,9524455,9743957,9966803,10192832,10421919,10653952,10888859,11126450,11366536,11608903,11853411,12099955,12348296,12598258,12849617,13102245,13356038,13610877,13866613,14123163,14380411,14638284,14896738,15155820,15415505,15675730,15936402,16197447,16458720,16720161,16981645,17243122,17504540,17765845,18027002,18287891,18548419,18808450,19067853,19326473,19584207,19840917,20096456,20350674,20603389,20854478,21103833,21351269,21596591,21839679,22080345,22318509,22554130,22787180,23017619,23245381,23470360,23692378,23911229,24126760,24338872,24547536,24752793,24954766,25153493,25348977,25541153,25729896,25915098,26096668,26274548,26448704,26619157,26785961,26949191
THA,20710353,21263460,21838302,22436798,23060601,23711122,24389546,25096799,25833567,26600323,27397208,28224186,29080945,29966873,30881136,31822656,32789129,33778804,34791418,35827089,36884525,37963280,39058594,40159581,41252320,42326307,43377270,44405903,45413082,46401750,47374463,48326269,49255889,50173922,51094870,52026901,52980105,53945872,54891520,55772169,56558196,57232471,57811025,58337773,58875275,59467272,60130190,60846588,61585103,62298569,62952639,63539190,64069093,64549867,64995303,65416189,65812539,66182064,66530979,66866834,67195032,67518379,67835969,68144519,68438748,68714519,68971313,69209817,69428454,69625581,69799978,69950844,70078198,70182829,70266064,70328932,70371639,70394102,70396854,70380496,70345543,70292293,70220900,70131526,70024233,69899112,69756445,69596352,69418528,69222586,69008295,68775781,68525507,68257808,67973162,67672072,67355050,67022652,66675564,66314572,65940494,65554095,65156259,64748019,64330505,63904838,63471901,63032672,62588576,62141086,61691560,61240973,60790056,60339674,59890568,59443425,58998836,58557360,58119627,57686261,57257757,56834396,56416234,56003068,55594468,55190061,54789806,54393615,54000972,53611214,53223839,52838650,52455624,52074567,51695303,51317775,50941977,50568039,50196067,49826271,49458929,49094320,48732818,48374855,48020900,47671471,47327207,46988716,46656760,46332085,46015553
TJK,1531507,1584995,1637950,1690341,1742345,1794416,1847251,1901776,1959137,2020558,2087053,2159134,2236564,2318252,2402473,2487975,2574506,2662257,2750932,2840265,2930108,3020419,3111284,3203035,3296092,3390941,3487658,3586516,3688411,3794457,3905443,4020818,4140296,4265278,4397563,4537820,4687328,4843997,5001172,5149872,5283811,5400636,5502490,5593317,5679169,5764806,5851354,5938404,6027395,6119664,6216329,6318510,6426861,6541550,6662391,6789318,6922590,7062667,7209924,7364752,7527397,7697507,7874838,8059782,8252827,8454019,8663575,8880270,9100847,9321023,9537642,9749625,9957468,10161632,10363182,10563163,10761454,10958235,11155129,11354291,11557365,11764815,11976623,12193307,12415260,12642675,12875668,13113848,13356020,13600502,13845878,14091790,14337950,14583051,14825684,15064795,15299845,15530961,15758777,15984253,16208246,16430846,16652058,16872604,17093327,17314895,17537442,17760927,17985378,18210834,18437141,18664294,18892005,19119281,19344877,19567788,19787634,20004358,20217599,20427072,20632574,20833910,21031065,21224341,21414177,21600973,21784765,21965576,22143741,22319666,22493618,22665680,22835776,23003852,23169799,23333478,23494818,23653632,23809467,23961755,24109995,24253881,24393256,24528038,24658130,24783433,24903730,25018753,25128131,25231399,25328026
TKL,1572,1509,1499,1520,1553,1602,1668,1723,1776,1820,1871,1916,1936,1953,1949,1927,1883,1816,1740,1674,1623,1587,1575,1571,1573,1570,1564,1548,1542,1539,1543,1583,1611,1655,1689,1714,1709,1686,1663,1630,1604,1575,1558,1537,1524,1507,1522,1547,1569,1574,1550,1506,1438,1348,1265,1213,1165,1143,1134,1126,1129,1138,1163,1191,1217,1247,1276,1297,1318,1330,1350,1368,1378,1384,1397,1410,1424,1423,1427,1440,1448,1460,1467,1473,1476,1481,1486,1492,1496,1501,1503,1514,1517,1526,1528,1535,1539,1548,1557,1563,1569,1576,1580,1589,1589,1591,1598,1602,1604,1611,1614,1622,1618,1626,1623,1628,1628,1632,1630,1626,1631,1628,1628,1622,1623,1622,1623,1617,1616,1610,1598,1597,1590,1585,1584,1577,1570,1564,1562,1558,1551,1546,1540,1527,1514,1508,1500,1481,1472,1467,1456
TKM,1210998,1231825,1258381,1289831,1325430,1364638,1406988,1452178,1500013,1550416,1603254,1658364,1715408,1773854,1833065,1892596,1952144,2011762,2071793,2132800,2195165,2258965,2324019,2390212,2457379,2525374,2594315,2664262,2734899,2805817,2876809,2947783,3019064,3091510,3166215,3244024,3324462,3407310,3493892,3585867,3683978,3789188,3899843,4010789,4115104,4207841,4287337,4355125,4413477,4466133,4516128,4564087,4610018,4655752,4703396,4754652,4810114,4870142,4935765,5007953,5087211,5174076,5267906,5366376,5466324,5565283,5662371,5757667,5850902,5942094,6031187,6117933,6201947,6283194,6361719,6437594,6510793,6581394,6649838,6716674,6782360,6847035,6910773,6973840,7036517,7099006,7161383,7223643,7285684,7347367,7408523,7469100,7529004,7587899,7645365,7701108,7754960,7806839,7856621,7904142,7949276,7991980,8032249,8070123,8105717,8139143,8170424,8199635,8226965,8252639,8276875,8299763,8321358,8341802,8361212,8379689,8397307,8414100,8430090,8445282,8459678,8473292,8486126,8498100,8509131,8519107,8528049,8535941,8542755,8548493,8553166,8556736,8559213,8560584,8560854,8560025,8558101,8555089,8550987,8545763,8539453,8532045,8523568,8514062,8503550,8492060,8479642,8466328,8452162,8437155,8421349
